Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Iligan City,Lanao Del Norte,FEMALE,96896.0,97837,941.0,0.97
Iligan City,Lanao Del Norte,MALE,87162.0,87615,453.0,0.52
Ilog,Negros Occidental,FEMALE,18003.0,17598,-405.0,-2.25
Ilog,Negros Occidental,MALE,17831.0,17189,-642.0,-3.6
Iloilo City,Iloilo,FEMALE,156780.0,173876,17096.0,10.9
Iloilo City,Iloilo,MALE,137996.0,156594,18598.0,13.48
Imelda,Zamboanga Sibugay,FEMALE,7881.0,7984,103.0,1.31
Imelda,Zamboanga Sibugay,MALE,8383.0,8569,186.0,2.22
Impasug-Ong,Bukidnon,FEMALE,13319.0,15526,2207.0,16.57
Impasug-Ong,Bukidnon,MALE,14011.0,16828,2817.0,20.11
Imus City,Cavite,FEMALE,119571.0,123562,3991.0,3.34
Imus City,Cavite,MALE,96368.0,100519,4151.0,4.31
Inabanga,Bohol,FEMALE,15248.0,16097,849.0,5.57
Inabanga,Bohol,MALE,14551.0,15780,1229.0,8.45
Indanan,Sulu,FEMALE,16264.0,17490,1226.0,7.54
Indanan,Sulu,MALE,15537.0,16565,1028.0,6.62
Indang,Cavite,FEMALE,24333.0,23958,-375.0,-1.54
Indang,Cavite,MALE,22551.0,21689,-862.0,-3.82
Infanta,Pangasinan,FEMALE,8529.0,8673,144.0,1.69
Infanta,Pangasinan,MALE,8623.0,8861,238.0,2.76
Infanta,Quezon,FEMALE,19987.0,23997,4010.0,20.06
Infanta,Quezon,MALE,17465.0,22015,4550.0,26.05
Initao,Misamis Oriental,FEMALE,11013.0,11359,346.0,3.14
Initao,Misamis Oriental,MALE,10807.0,11296,489.0,4.52
Inopacan,Leyte,FEMALE,7444.0,7694,250.0,3.36
Inopacan,Leyte,MALE,7541.0,7956,415.0,5.5
Ipil,Zamboanga Sibugay,FEMALE,26545.0,30303,3758.0,14.16
Ipil,Zamboanga Sibugay,MALE,26553.0,30756,4203.0,15.83
Iriga City,Camarines Sur,FEMALE,33945.0,37718,3773.0,11.12
Iriga City,Camarines Sur,MALE,31316.0,35808,4492.0,14.34
Irosin,Sorsogon,FEMALE,18757.0,20266,1509.0,8.04
Irosin,Sorsogon,MALE,17722.0,19423,1701.0,9.6
Isabel,Leyte,FEMALE,17128.0,17173,45.0,0.26
Isabel,Leyte,MALE,17440.0,17287,-153.0,-0.88
Isabela,Negros Occidental,FEMALE,19785.0,20395,610.0,3.08
Isabela,Negros Occidental,MALE,20232.0,20906,674.0,3.33
Isabela City,Basilan,FEMALE,36482.0,42313,5831.0,15.98
Isabela City,Basilan,MALE,34899.0,40300,5401.0,15.48
Island Garden City Of Samal,Davao (Davao Del Norte),FEMALE,35164.0,41378,6214.0,17.67
Island Garden City Of Samal,Davao (Davao Del Norte),MALE,35466.0,42816,7350.0,20.72
Isulan,Sultan Kudarat,FEMALE,28467.0,29457,990.0,3.48
Isulan,Sultan Kudarat,MALE,27677.0,29451,1774.0,6.41
Itbayat,Batanes,FEMALE,949.0,1038,89.0,9.38
Itbayat,Batanes,MALE,973.0,1047,74.0,7.61
Itogon,Benguet,FEMALE,14859.0,15819,960.0,6.46
Itogon,Benguet,MALE,16390.0,17424,1034.0,6.31
Ivana,Batanes,FEMALE,543.0,600,57.0,10.5
Ivana,Batanes,MALE,579.0,654,75.0,12.95
Ivisan,Capiz,FEMALE,10473.0,10846,373.0,3.56
Ivisan,Capiz,MALE,10212.0,10696,484.0,4.74
Jabonga,Agusan Del Norte,FEMALE,8313.0,8269,-44.0,-0.53
Jabonga,Agusan Del Norte,MALE,8825.0,8814,-11.0,-0.12
Jaen,Nueva Ecija,FEMALE,25742.0,28536,2794.0,10.85
Jaen,Nueva Ecija,MALE,24992.0,27880,2888.0,11.56
Jagna,Bohol,FEMALE,11553.0,12329,776.0,6.72
Jagna,Bohol,MALE,11113.0,12009,896.0,8.06
Jala-Jala,Rizal,FEMALE,10822.0,11188,366.0,3.38
Jala-Jala,Rizal,MALE,10469.0,11024,555.0,5.3
Jamindan,Capiz,FEMALE,12569.0,12960,391.0,3.11
Jamindan,Capiz,MALE,12436.0,13070,634.0,5.1
Janiuay,Iloilo,FEMALE,19576.0,20842,1266.0,6.47
Janiuay,Iloilo,MALE,18830.0,20703,1873.0,9.95
Jaro,Leyte,FEMALE,13282.0,14832,1550.0,11.67
Jaro,Leyte,MALE,13593.0,15250,1657.0,12.19
Jasaan,Misamis Oriental,FEMALE,18719.0,19864,1145.0,6.12
Jasaan,Misamis Oriental,MALE,18148.0,19580,1432.0,7.89
Javier (Bugho),Leyte,FEMALE,8810.0,8848,38.0,0.43
Javier (Bugho),Leyte,MALE,9139.0,9025,-114.0,-1.25
Jetafe,Bohol,FEMALE,10318.0,10687,369.0,3.58
Jetafe,Bohol,MALE,10421.0,10812,391.0,3.75
Jiabong,Samar (Western Samar),FEMALE,6832.0,7566,734.0,10.74
Jiabong,Samar (Western Samar),MALE,7357.0,8137,780.0,10.6
Jimalalud,Negros Oriental,FEMALE,9925.0,10620,695.0,7.0
Jimalalud,Negros Oriental,MALE,9630.0,10500,870.0,9.03
Jimenez,Misamis Occidental,FEMALE,10197.0,11266,1069.0,10.48
Jimenez,Misamis Occidental,MALE,9830.0,11020,1190.0,12.11
Jipapad,Eastern Samar,FEMALE,3022.0,3314,292.0,9.66
Jipapad,Eastern Samar,MALE,3403.0,3728,325.0,9.55
Jolo,Sulu,FEMALE,26648.0,28267,1619.0,6.08
Jolo,Sulu,MALE,23624.0,25546,1922.0,8.14
Jomalig,Quezon,FEMALE,2307.0,2551,244.0,10.58
Jomalig,Quezon,MALE,2342.0,2680,338.0,14.43
Jones,Isabela,FEMALE,15049.0,14865,-184.0,-1.22
Jones,Isabela,MALE,15214.0,15674,460.0,3.02
Jordan,Guimaras,FEMALE,12712.0,13273,561.0,4.41
Jordan,Guimaras,MALE,12152.0,13077,925.0,7.61
Jose Abad Santos (Trinidad),Davao Occidental,FEMALE,19376.0,21946,2570.0,13.26
Jose Abad Santos (Trinidad),Davao Occidental,MALE,21975.0,24676,2701.0,12.29
Jose Dalman (Ponot),Zamboanga Del Norte,FEMALE,9475.0,10456,981.0,10.35
Jose Dalman (Ponot),Zamboanga Del Norte,MALE,9883.0,11022,1139.0,11.52
Jose Panganiban,Camarines Norte,FEMALE,17543.0,18637,1094.0,6.24
Jose Panganiban,Camarines Norte,MALE,16502.0,17990,1488.0,9.02
Josefina,Zamboanga Del Sur,FEMALE,3633.0,3850,217.0,5.97
Josefina,Zamboanga Del Sur,MALE,3847.0,4274,427.0,11.1
Jovellar,Albay,FEMALE,6029.0,6040,11.0,0.18
Jovellar,Albay,MALE,5833.0,5873,40.0,0.69
Juban,Sorsogon,FEMALE,10999.0,11754,755.0,6.86
Juban,Sorsogon,MALE,10881.0,11767,886.0,8.14
Julita,Leyte,FEMALE,5592.0,5629,37.0,0.66
Julita,Leyte,MALE,5871.0,5907,36.0,0.61
Kabacan,Cotabato (North Cotabato),FEMALE,23802.0,24528,726.0,3.05
Kabacan,Cotabato (North Cotabato),MALE,25098.0,24775,-323.0,-1.29
Kabankalan City,Negros Occidental,FEMALE,53249.0,53469,220.0,0.41
Kabankalan City,Negros Occidental,MALE,52263.0,51525,-738.0,-1.41
Kabasalan,Zamboanga Sibugay,FEMALE,15988.0,16088,100.0,0.63
Kabasalan,Zamboanga Sibugay,MALE,16900.0,16684,-216.0,-1.28
Kabayan,Benguet,FEMALE,4410.0,4713,303.0,6.87
Kabayan,Benguet,MALE,4875.0,5379,504.0,10.34
Kabugao,Apayao,FEMALE,5331.0,5606,275.0,5.16
Kabugao,Apayao,MALE,5824.0,6167,343.0,5.89
Kabuntalan (Tumbao),Maguindanao,FEMALE,5105.0,6041,936.0,18.33
Kabuntalan (Tumbao),Maguindanao,MALE,5518.0,6408,890.0,16.13
Kadingilan,Bukidnon,FEMALE,12567.0,12136,-431.0,-3.43
Kadingilan,Bukidnon,MALE,14122.0,13552,-570.0,-4.04
Kalamansig,Sultan Kudarat,FEMALE,11685.0,14420,2735.0,23.41
Kalamansig,Sultan Kudarat,MALE,15044.0,16072,1028.0,6.83
Kalawit,Zamboanga Del Norte,FEMALE,7781.0,7614,-167.0,-2.15
Kalawit,Zamboanga Del Norte,MALE,8626.0,8391,-235.0,-2.72
Kalayaan,Laguna,FEMALE,8055.0,8623,568.0,7.05
Kalayaan,Laguna,MALE,7855.0,8504,649.0,8.26
Kalayaan,Palawan,FEMALE,103.0,130,27.0,26.21
Kalayaan,Palawan,MALE,288.0,391,103.0,35.76
Kalibo,Aklan,FEMALE,26547.0,28142,1595.0,6.01
Kalibo,Aklan,MALE,24523.0,26518,1995.0,8.14
Kalilangan,Bukidnon,FEMALE,12268.0,12934,666.0,5.43
Kalilangan,Bukidnon,MALE,12872.0,13923,1051.0,8.17
Kalingalan Caluang,Sulu,FEMALE,7822.0,8654,832.0,10.64
Kalingalan Caluang,Sulu,MALE,7498.0,8330,832.0,11.1
Kananga,Leyte,FEMALE,18207.0,19188,981.0,5.39
Kananga,Leyte,MALE,18783.0,19702,919.0,4.89
Kapai,Lanao Del Sur,FEMALE,3233.0,4623,1390.0,42.99
Kapai,Lanao Del Sur,MALE,3423.0,4977,1554.0,45.4
Kapalong,Davao (Davao Del Norte),FEMALE,23320.0,24969,1649.0,7.07
Kapalong,Davao (Davao Del Norte),MALE,23601.0,25783,2182.0,9.25
Kapangan,Benguet,FEMALE,6273.0,6652,379.0,6.04
Kapangan,Benguet,MALE,6935.0,7480,545.0,7.86
Kapatagan,Lanao Del Norte,FEMALE,16440.0,17297,857.0,5.21
Kapatagan,Lanao Del Norte,MALE,15954.0,16744,790.0,4.95
Kapatagan,Lanao Del Sur,FEMALE,5473.0,6584,1111.0,20.3
Kapatagan,Lanao Del Sur,MALE,5173.0,5890,717.0,13.86
Kasibu,Nueva Vizcaya,FEMALE,10507.0,11505,998.0,9.5
Kasibu,Nueva Vizcaya,MALE,12213.0,13165,952.0,7.79
Katipunan,Zamboanga Del Norte,FEMALE,13879.0,15133,1254.0,9.04
Katipunan,Zamboanga Del Norte,MALE,14131.0,15437,1306.0,9.24
Kauswagan,Lanao Del Norte,FEMALE,7877.0,8007,130.0,1.65
Kauswagan,Lanao Del Norte,MALE,7676.0,7901,225.0,2.93
Kawayan,Biliran,FEMALE,7701.0,7547,-154.0,-2.0
Kawayan,Biliran,MALE,7483.0,7182,-301.0,-4.02
Kawit,Cavite,FEMALE,28134.0,32832,4698.0,16.7
Kawit,Cavite,MALE,24859.0,29866,5007.0,20.14
Kayapa,Nueva Vizcaya,FEMALE,6968.0,7306,338.0,4.85
Kayapa,Nueva Vizcaya,MALE,7921.0,8297,376.0,4.75
Kiamba,Sarangani,FEMALE,19478.0,19571,93.0,0.48
Kiamba,Sarangani,MALE,20434.0,20420,-14.0,-0.07
Kiangan,Ifugao,FEMALE,5626.0,5957,331.0,5.88
Kiangan,Ifugao,MALE,6045.0,6390,345.0,5.71
Kibawe,Bukidnon,FEMALE,12463.0,13270,807.0,6.48
Kibawe,Bukidnon,MALE,13291.0,14004,713.0,5.36
Kiblawan,Davao Del Sur,FEMALE,13639.0,13911,272.0,1.99
Kiblawan,Davao Del Sur,MALE,14470.0,14721,251.0,1.73
Kibungan,Benguet,FEMALE,4493.0,4627,134.0,2.98
Kibungan,Benguet,MALE,5251.0,5428,177.0,3.37
Kinoguitan,Misamis Oriental,FEMALE,5446.0,5676,230.0,4.22
Kinoguitan,Misamis Oriental,MALE,5705.0,6117,412.0,7.22
Kitaotao,Bukidnon,FEMALE,13761.0,14564,803.0,5.84
Kitaotao,Bukidnon,MALE,15099.0,15901,802.0,5.31
Kitcharao,Agusan Del Norte,FEMALE,6887.0,7214,327.0,4.75
Kitcharao,Agusan Del Norte,MALE,7080.0,7328,248.0,3.5
Kolambugan,Lanao Del Norte,FEMALE,8730.0,9032,302.0,3.46
Kolambugan,Lanao Del Norte,MALE,8370.0,8687,317.0,3.79
Koronadal City,South Cotabato,FEMALE,55961.0,62762,6801.0,12.15
Koronadal City,South Cotabato,MALE,52397.0,59962,7565.0,14.44
Kumalarang,Zamboanga Del Sur,FEMALE,9044.0,9453,409.0,4.52
Kumalarang,Zamboanga Del Sur,MALE,9112.0,9659,547.0,6.0
La Carlota City,Negros Occidental,FEMALE,23162.0,23017,-145.0,-0.63
La Carlota City,Negros Occidental,MALE,22029.0,22048,19.0,0.09
La Castellana,Negros Occidental,FEMALE,22686.0,25939,3253.0,14.34
La Castellana,Negros Occidental,MALE,22081.0,25422,3341.0,15.13
La Libertad,Negros Oriental,FEMALE,12952.0,13129,177.0,1.37
La Libertad,Negros Oriental,MALE,12384.0,12382,-2.0,-0.02
La Libertad,Zamboanga Del Norte,FEMALE,3092.0,3057,-35.0,-1.13
La Libertad,Zamboanga Del Norte,MALE,3184.0,3117,-67.0,-2.1
La Paz,Abra,FEMALE,4987.0,5430,443.0,8.88
La Paz,Abra,MALE,5181.0,5716,535.0,10.33
La Paz,Agusan Del Sur,FEMALE,9163.0,9532,369.0,4.03
La Paz,Agusan Del Sur,MALE,10585.0,10730,145.0,1.37
La Paz,Leyte,FEMALE,6822.0,7043,221.0,3.24
La Paz,Leyte,MALE,7129.0,7348,219.0,3.07
La Paz,Tarlac,FEMALE,20204.0,22155,1951.0,9.66
La Paz,Tarlac,MALE,19325.0,21730,2405.0,12.45
La Trinidad,Benguet,FEMALE,24134.0,27958,3824.0,15.84
La Trinidad,Benguet,MALE,19747.0,23032,3285.0,16.64
Laak (San Vicente),Davao De Oro (Compostela Valley),FEMALE,23058.0,24570,1512.0,6.56
Laak (San Vicente),Davao De Oro (Compostela Valley),MALE,26057.0,27855,1798.0,6.9
Labangan,Zamboanga Del Sur,FEMALE,14396.0,14254,-142.0,-0.99
Labangan,Zamboanga Del Sur,MALE,14943.0,14622,-321.0,-2.15
Labason,Zamboanga Del Norte,FEMALE,14178.0,15000,822.0,5.8
Labason,Zamboanga Del Norte,MALE,14335.0,15150,815.0,5.69
Labo,Camarines Norte,FEMALE,31203.0,34312,3109.0,9.96
Labo,Camarines Norte,MALE,28962.0,32866,3904.0,13.48
Labrador,Pangasinan,FEMALE,9450.0,9642,192.0,2.03
Labrador,Pangasinan,MALE,8896.0,9332,436.0,4.9
Lacub,Abra,FEMALE,1325.0,1390,65.0,4.91
Lacub,Abra,MALE,1631.0,1657,26.0,1.59
Lagangilang,Abra,FEMALE,4871.0,5135,264.0,5.42
Lagangilang,Abra,MALE,5130.0,5479,349.0,6.8
Lagawe,Ifugao,FEMALE,5871.0,6459,588.0,10.02
Lagawe,Ifugao,MALE,6024.0,6605,581.0,9.64
Lagayan,Abra,FEMALE,1572.0,1669,97.0,6.17
Lagayan,Abra,MALE,1572.0,1784,212.0,13.49
Lagonglong,Misamis Oriental,FEMALE,8508.0,8813,305.0,3.58
Lagonglong,Misamis Oriental,MALE,8605.0,8994,389.0,4.52
Lagonoy,Camarines Sur,FEMALE,18859.0,19424,565.0,3.0
Lagonoy,Camarines Sur,MALE,18678.0,19434,756.0,4.05
Laguindingan,Misamis Oriental,FEMALE,9565.0,10226,661.0,6.91
Laguindingan,Misamis Oriental,MALE,9934.0,10552,618.0,6.22
Lake Sebu,South Cotabato,FEMALE,19468.0,22019,2551.0,13.1
Lake Sebu,South Cotabato,MALE,20658.0,23914,3256.0,15.76
Lakewood,Zamboanga Del Sur,FEMALE,6321.0,6653,332.0,5.25
Lakewood,Zamboanga Del Sur,MALE,6733.0,7106,373.0,5.54
Lal-Lo,Cagayan,FEMALE,14336.0,14072,-264.0,-1.84
Lal-Lo,Cagayan,MALE,13914.0,14054,140.0,1.01
Lala,Lanao Del Norte,FEMALE,22942.0,25952,3010.0,13.12
Lala,Lanao Del Norte,MALE,22842.0,25901,3059.0,13.39
Lambayong (Mariano Marcos),Sultan Kudarat,FEMALE,20744.0,24133,3389.0,16.34
Lambayong (Mariano Marcos),Sultan Kudarat,MALE,21852.0,24454,2602.0,11.91
Lambunao,Iloilo,FEMALE,20457.0,20698,241.0,1.18
Lambunao,Iloilo,MALE,19461.0,20090,629.0,3.23
Lamitan City,Basilan,FEMALE,26176.0,25363,-813.0,-3.11
Lamitan City,Basilan,MALE,25447.0,24771,-676.0,-2.66
Lamut,Ifugao,FEMALE,8257.0,9047,790.0,9.57
Lamut,Ifugao,MALE,8635.0,9611,976.0,11.3
Langiden,Abra,FEMALE,1450.0,1354,-96.0,-6.62
Langiden,Abra,MALE,1472.0,1461,-11.0,-0.75
Languyan,Tawi-Tawi,FEMALE,6765.0,7717,952.0,14.07
Languyan,Tawi-Tawi,MALE,11005.0,11717,712.0,6.47
Lantapan,Bukidnon,FEMALE,17678.0,19223,1545.0,8.74
Lantapan,Bukidnon,MALE,18570.0,20475,1905.0,10.26
Lantawan,Basilan,FEMALE,6335.0,7964,1629.0,25.71
Lantawan,Basilan,MALE,6740.0,8578,1838.0,27.27
Lanuza,Surigao Del Sur,FEMALE,4690.0,4949,259.0,5.52
Lanuza,Surigao Del Sur,MALE,4911.0,5191,280.0,5.7
Laoac,Pangasinan,FEMALE,10529.0,11027,498.0,4.73
Laoac,Pangasinan,MALE,10442.0,11309,867.0,8.3
Laoag City,Ilocos Norte,FEMALE,40947.0,42895,1948.0,4.76
Laoag City,Ilocos Norte,MALE,37784.0,40924,3140.0,8.31
Laoang,Northern Samar,FEMALE,20151.0,19513,-638.0,-3.17
Laoang,Northern Samar,MALE,20553.0,19061,-1492.0,-7.26
Lapinig,Northern Samar,FEMALE,4197.0,3868,-329.0,-7.84
Lapinig,Northern Samar,MALE,4406.0,4164,-242.0,-5.49
Lapu-Lapu City (Opon),Cebu,FEMALE,116370.0,131950,15580.0,13.39
Lapu-Lapu City (Opon),Cebu,MALE,97747.0,113445,15698.0,16.06
Lapuyan,Zamboanga Del Sur,FEMALE,8105.0,8441,336.0,4.15
Lapuyan,Zamboanga Del Sur,MALE,8266.0,8592,326.0,3.94
Larena,Siquijor,FEMALE,5724.0,5956,232.0,4.05
Larena,Siquijor,MALE,5766.0,6006,240.0,4.16
Las Navas,Northern Samar,FEMALE,12294.0,13405,1111.0,9.04
Las Navas,Northern Samar,MALE,13025.0,14325,1300.0,9.98
Las Nieves,Agusan Del Norte,FEMALE,9342.0,9990,648.0,6.94
Las Nieves,Agusan Del Norte,MALE,10371.0,11024,653.0,6.3
Lasam,Cagayan,FEMALE,12998.0,13183,185.0,1.42
Lasam,Cagayan,MALE,13341.0,13699,358.0,2.68
Laua-An,Antique,FEMALE,9771.0,9744,-27.0,-0.28
Laua-An,Antique,MALE,9743.0,9782,39.0,0.4
Laur,Nueva Ecija,FEMALE,11337.0,12556,1219.0,10.75
Laur,Nueva Ecija,MALE,11259.0,12748,1489.0,13.22
Laurel,Batangas,FEMALE,12347.0,13323,976.0,7.9
Laurel,Batangas,MALE,12063.0,12941,878.0,7.28
Lavezares,Northern Samar,FEMALE,10949.0,10695,-254.0,-2.32
Lavezares,Northern Samar,MALE,11195.0,10853,-342.0,-3.05
Lawaan,Eastern Samar,FEMALE,4824.0,5044,220.0,4.56
Lawaan,Eastern Samar,MALE,5181.0,5328,147.0,2.84
Lazi,Siquijor,FEMALE,7885.0,8091,206.0,2.61
Lazi,Siquijor,MALE,7942.0,8048,106.0,1.33
Lebak,Sultan Kudarat,FEMALE,23409.0,27827,4418.0,18.87
Lebak,Sultan Kudarat,MALE,26081.0,30633,4552.0,17.45
Leganes,Iloilo,FEMALE,11613.0,12740,1127.0,9.7
Leganes,Iloilo,MALE,11191.0,12592,1401.0,12.52
Legazpi City,Albay,FEMALE,65239.0,68183,2944.0,4.51
Legazpi City,Albay,MALE,59721.0,63229,3508.0,5.87
Lemery,Batangas,FEMALE,28959.0,28097,-862.0,-2.98
Lemery,Batangas,MALE,28595.0,27730,-865.0,-3.03
Lemery,Iloilo,FEMALE,10181.0,10639,458.0,4.5
Lemery,Iloilo,MALE,10492.0,11093,601.0,5.73
Leon,Iloilo,FEMALE,16172.0,16542,370.0,2.29
Leon,Iloilo,MALE,16043.0,16782,739.0,4.61
Leyte,Leyte,FEMALE,13192.0,14005,813.0,6.16
Leyte,Leyte,MALE,13992.0,14627,635.0,4.54
Lezo,Aklan,FEMALE,4949.0,5119,170.0,3.44
Lezo,Aklan,MALE,4718.0,4920,202.0,4.28
Lian,Batangas,FEMALE,18248.0,18301,53.0,0.29
Lian,Batangas,MALE,17443.0,17435,-8.0,-0.05
Lianga,Surigao Del Sur,FEMALE,10591.0,11256,665.0,6.28
Lianga,Surigao Del Sur,MALE,10987.0,11692,705.0,6.42
Libacao,Aklan,FEMALE,9297.0,9369,72.0,0.77
Libacao,Aklan,MALE,9622.0,9821,199.0,2.07
Libagon,Southern Leyte,FEMALE,5335.0,5346,11.0,0.21
Libagon,Southern Leyte,MALE,5394.0,5365,-29.0,-0.54
Libertad,Antique,FEMALE,5452.0,5668,216.0,3.96
Libertad,Antique,MALE,5513.0,5734,221.0,4.01
Libertad,Misamis Oriental,FEMALE,5191.0,5475,284.0,5.47
Libertad,Misamis Oriental,MALE,5219.0,5572,353.0,6.76
Libjo (Albor),Dinagat Islands,FEMALE,6036.0,6213,177.0,2.93
Libjo (Albor),Dinagat Islands,MALE,6094.0,6326,232.0,3.81
Libmanan,Camarines Sur,FEMALE,34761.0,36088,1327.0,3.82
Libmanan,Camarines Sur,MALE,33790.0,35525,1735.0,5.13
Libon,Albay,FEMALE,24223.0,23885,-338.0,-1.4
Libon,Albay,MALE,22962.0,22494,-468.0,-2.04
Libona,Bukidnon,FEMALE,13590.0,14354,764.0,5.62
Libona,Bukidnon,MALE,14208.0,15000,792.0,5.57
Libungan,Cotabato (North Cotabato),FEMALE,16105.0,17520,1415.0,8.79
Libungan,Cotabato (North Cotabato),MALE,16297.0,18188,1891.0,11.6
Licab,Nueva Ecija,FEMALE,8806.0,9059,253.0,2.87
Licab,Nueva Ecija,MALE,8630.0,9023,393.0,4.55
Licuan-Baay (Licuan),Abra,FEMALE,1959.0,1886,-73.0,-3.73
Licuan-Baay (Licuan),Abra,MALE,2426.0,2406,-20.0,-0.82
Lidlidda,Ilocos Sur,FEMALE,1660.0,1655,-5.0,-0.3
Lidlidda,Ilocos Sur,MALE,1884.0,1946,62.0,3.29
Lila,Bohol,FEMALE,3797.0,3890,93.0,2.45
Lila,Bohol,MALE,3774.0,3890,116.0,3.07
Liliw,Laguna,FEMALE,12650.0,13416,766.0,6.06
Liliw,Laguna,MALE,11386.0,12459,1073.0,9.42
Liloan,Cebu,FEMALE,38336.0,43059,4723.0,12.32
Liloan,Cebu,MALE,34284.0,39369,5085.0,14.83
Liloan,Southern Leyte,FEMALE,8085.0,7773,-312.0,-3.86
Liloan,Southern Leyte,MALE,8000.0,7604,-396.0,-4.95
Liloy,Zamboanga Del Norte,FEMALE,15828.0,15480,-348.0,-2.2
Liloy,Zamboanga Del Norte,MALE,16154.0,15738,-416.0,-2.58
Limasawa,Southern Leyte,FEMALE,2249.0,2233,-16.0,-0.71
Limasawa,Southern Leyte,MALE,2203.0,2174,-29.0,-1.32
Limay,Bataan,FEMALE,27999.0,29285,1286.0,4.59
Limay,Bataan,MALE,26469.0,27977,1508.0,5.7
Linamon,Lanao Del Norte,FEMALE,6191.0,6249,58.0,0.94
Linamon,Lanao Del Norte,MALE,5990.0,5946,-44.0,-0.73
Linapacan,Palawan,FEMALE,4518.0,5033,515.0,11.4
Linapacan,Palawan,MALE,5171.0,5732,561.0,10.85
Lingayen,Pangasinan,FEMALE,34199.0,36802,2603.0,7.61
Lingayen,Pangasinan,MALE,32087.0,35342,3255.0,10.14
Lingig,Surigao Del Sur,FEMALE,10633.0,11251,618.0,5.81
Lingig,Surigao Del Sur,MALE,11849.0,12729,880.0,7.43
Lipa City,Batangas,FEMALE,107354.0,119727,12373.0,11.53
Lipa City,Batangas,MALE,93352.0,102862,9510.0,10.19
Llanera,Nueva Ecija,FEMALE,13739.0,12800,-939.0,-6.83
Llanera,Nueva Ecija,MALE,13546.0,12947,-599.0,-4.42
Llorente,Eastern Samar,FEMALE,7157.0,6925,-232.0,-3.24
Llorente,Eastern Samar,MALE,7641.0,7226,-415.0,-5.43
Loay,Bohol,FEMALE,6557.0,6462,-95.0,-1.45
Loay,Bohol,MALE,6516.0,6455,-61.0,-0.94
Lobo,Batangas,FEMALE,13327.0,13539,212.0,1.59
Lobo,Batangas,MALE,13667.0,13972,305.0,2.23
Loboc,Bohol,FEMALE,6453.0,6826,373.0,5.78
Loboc,Bohol,MALE,6485.0,7029,544.0,8.39
Looc,Occidental Mindoro,FEMALE,3677.0,3694,17.0,0.46
Looc,Occidental Mindoro,MALE,4007.0,3950,-57.0,-1.42
Looc,Romblon,FEMALE,7659.0,7872,213.0,2.78
Looc,Romblon,MALE,7226.0,7547,321.0,4.44
Loon,Bohol,FEMALE,15326.0,15331,5.0,0.03
Loon,Bohol,MALE,14648.0,14825,177.0,1.21
Lope De Vega,Northern Samar,FEMALE,5248.0,5764,516.0,9.83
Lope De Vega,Northern Samar,MALE,5880.0,6461,581.0,9.88
Lopez,Quezon,FEMALE,28861.0,30859,1998.0,6.92
Lopez,Quezon,MALE,27616.0,30131,2515.0,9.11
Lopez Jaena,Misamis Occidental,FEMALE,9257.0,9474,217.0,2.34
Lopez Jaena,Misamis Occidental,MALE,8997.0,9213,216.0,2.4
Loreto,Agusan Del Sur,FEMALE,11645.0,12466,821.0,7.05
Loreto,Agusan Del Sur,MALE,13441.0,14290,849.0,6.32
Loreto,Dinagat Islands,FEMALE,3835.0,3865,30.0,0.78
Loreto,Dinagat Islands,MALE,4189.0,4086,-103.0,-2.46
Los Banos,Laguna,FEMALE,35464.0,38417,2953.0,8.33
Los Banos,Laguna,MALE,30290.0,33524,3234.0,10.68
Luba,Abra,FEMALE,2264.0,2234,-30.0,-1.33
Luba,Abra,MALE,2634.0,2546,-88.0,-3.34
Lubang,Occidental Mindoro,FEMALE,6653.0,6751,98.0,1.47
Lubang,Occidental Mindoro,MALE,6837.0,7048,211.0,3.09
Lubao,Pampanga,FEMALE,44222.0,46409,2187.0,4.95
Lubao,Pampanga,MALE,39585.0,41734,2149.0,5.43
Lubuagan,Kalinga,FEMALE,3736.0,4804,1068.0,28.59
Lubuagan,Kalinga,MALE,4136.0,5540,1404.0,33.95
Lucban,Quezon,FEMALE,15590.0,18602,3012.0,19.32
Lucban,Quezon,MALE,13682.0,17103,3421.0,25.0
Lucena City,Quezon,FEMALE,88538.0,97358,8820.0,9.96
Lucena City,Quezon,MALE,75198.0,86054,10856.0,14.44
Lugait,Misamis Oriental,FEMALE,7176.0,7547,371.0,5.17
Lugait,Misamis Oriental,MALE,6740.0,7193,453.0,6.72
Lugus,Sulu,FEMALE,7224.0,8669,1445.0,20.0
Lugus,Sulu,MALE,8122.0,10051,1929.0,23.75
Luisiana,Laguna,FEMALE,7693.0,7869,176.0,2.29
Luisiana,Laguna,MALE,6996.0,7212,216.0,3.09
Lumba-Bayabao (Maguing),Lanao Del Sur,FEMALE,7827.0,8869,1042.0,13.31
Lumba-Bayabao (Maguing),Lanao Del Sur,MALE,7025.0,8306,1281.0,18.23
Lumbaca-Unayan,Lanao Del Sur,FEMALE,3622.0,5038,1416.0,39.09
Lumbaca-Unayan,Lanao Del Sur,MALE,4016.0,5930,1914.0,47.66
Lumban,Laguna,FEMALE,11589.0,12255,666.0,5.75
Lumban,Laguna,MALE,10448.0,11149,701.0,6.71
Lumbatan,Lanao Del Sur,FEMALE,7225.0,7926,701.0,9.7
Lumbatan,Lanao Del Sur,MALE,6926.0,7820,894.0,12.91
Lumbayanague,Lanao Del Sur,FEMALE,4512.0,4644,132.0,2.93
